,model,price,rating,processor,graphic_card,core,display,ram,os,internal_storage
74,Lenovo LOQ 15IRH8 82XV00LTIN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹61,990",68,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 2050,"Octa Core (4P + 4E), 12 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,512 GB SSD
75,MSI Prestige 16 AI Studio B1VFG Laptop ( Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11/ 8GB Graphics),"₹1,69,990",81,Intel Core Ultra 7 Series 1 155H,8 GB NVIDIA GeForce RTX 4060,"16 Cores (6P + 8E + 2LP-E), 22 Threads","16 inches, 2560 x 1600 pixels",32 GB LPDDR5 RAM,Windows 11 OS,1 TB SSD
76,MSI Prestige 16 AI Studio B1VEG Laptop ( Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11/ 6GB Graphics),"₹1,59,990",80,Intel Core Ultra 7 Series 1 155H,6 GB NVIDIA GeForce RTX 4050,"16 Cores (6P + 8E + 2LP-E), 22 Threads","16 inches, 2560 x 1600 pixels",32 GB LPDDR5 RAM,Windows 11 OS,1 TB SSD
77,Asus ROG Strix SCAR 16 2024 G634JZR-CM932WS Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 12GB Graph),"₹2,89,990",91,14th Gen Intel Core i9 14900HX,12 GB NVIDIA GeForce RTX 4080,"24 Cores (8P + 16E), 32 Threads","16 inches, 2560 x 1600 pixels",32 GB DDR5 RAM,Windows 11 OS,2 TB SSD
78,Asus ROG Zephyrus G16 GU605MI-QP001WS Gaming Laptop (Intel Core Ultra 7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,89,990",73,Intel Core Ultra 7 Series 1 155H,8 GB NVIDIA GeForce RTX 4070,"16 Cores (6P + 8E + 2LP-E), 22 Threads","16 inches, 2560 x 1600 pixels",16 GB LPDDR5X RAM,Windows 11 OS,1 TB SSD
79,Asus TUF F17 FX706HF-NY040W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹65,990",63,11th Gen Intel Core i5 11400H,4 GB NVIDIA GeForce RTX 2050,"Hexa Core, 12 Threads","17.3 inches, 1920 x 1080 pixels",16 GB DDR6 RAM,Windows 11 OS,512 GB SSD
80,Dell G15-5530 GN5530D83M6001ORB1 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹79,990",66,13th Gen Intel Core i5 13450HX,6 GB NVIDIA GeForce RTX 3050,"10 Cores (6P + 4E), 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,512 GB SSD
81,Acer Nitro V ANV15-51 Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),"₹70,990",61,13th Gen Intel Core i5 13420H,4 GB NVIDIA GeForce RTX 2050,"Octa Core (4P + 4E), 12 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
82,HP Omen 16-xd0010AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,15,999",75,7th Gen AMD Ryzen 7 7840HS,6 GB NVIDIA GeForce RTX 4050,"Octa Core, 16 Threads","16.1 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
83,Dell G15-5530 GN5530194YM001ORB1 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ RTX 3050 6GB Graph),"₹1,01,990",69,13th Gen Intel Core i7 13650HX,6 GB NVIDIA GeForce RTX 3050,14 Cores (6P + 8E),"15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
84,Lenovo LOQ 15IRX9 83DV007JIN Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹84,990",66,13th Gen Intel Core i5 13450HX,6 GB NVIDIA GeForce RTX 3050,"10 Cores (6P + 4E), 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,512 GB SSD
85,HP Victus 15-fa1124TX Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹58,997",64,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 2050,"Octa Core (4P + 4E), 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
86,Asus TUF Gaming F17 FX706HF-HX044WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹51,990",59,11th Gen Intel Core i5 11400H,4 GB NVIDIA GeForce RTX 2050,"Hexa Core, 12 Threads","17 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
87,Acer Nitro V 15 ANV15-51 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹73,990",60,13th Gen Intel Core i5 13420H,6 GB NVIDIA GeForce RTX 3050,"Octa Core (4P + 4E), 12 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 SDRAM RAM,Windows 11 OS,512 GB SSD
88,Dell G15-5530 Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹83,990",68,13th Gen Intel Core i5 13450HX,6 GB NVIDIA GeForce RTX 3050,"10 Cores (6P + 4E), 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
89,Dell ‎G16 7630 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,87,490",77,13th Gen Intel Core i9 13900HX,8 GB NVIDIA GeForce RTX 4070,"24 Cores (8P + 16E), 32 Threads","16 inches, 2560 x 1600 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
90,Acer Predator Triton Neo 16 Laptop (Intel Core Ultra 9 / 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph),"₹1,99,999",74,Intel Core Ultra 9 Series 1 185H,8 GB NVIDIA GeForce RTX 4070,"16 Cores (6P + 8E + 2LP-E), 22 Threads","16 inches, 3200 x 2000 pixels",32 GB LPDDR5x RAM,Windows 11 OS,2 TB SSD
91,Acer Nitro V16 Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graphics),"₹1,49,900",69,8th Gen Amd Ryzen 7 8845HS,8 GB NVIDIA GeForce RTX 4060,"Octa Core, 16 Threads","16 inches, 1920 x 1200 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
92,Lenovo IdeaPad Gaming 3 15IAH7 82S9017TIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹67,990",61,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 3050,"Octa Core (4P + 4E), 12 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
93,Acer Aspire 5 A515-57 NX.K3JSI.006 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹46,990",60,12th Gen Intel Core i5 1235U,Intel Iris Xe Graphic,"10 Cores (2P + 8E), 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
94,Lenovo LOQ 15APH8 82XT004KIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),"₹98,790",71,7th Gen AMD Ryzen 7 7840HS,8 GB NVIDIA GeForce RTX 4060,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,512 GB SSD
95,Lenovo IdeaPad Gaming 3 Gen 6 82K2028QIN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹50,390",62,5th Gen AMD Ryzen 5 5500H,4 GB NVIDIA GeForce RTX 2050,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
96,Lenovo Ideapad Gaming 3 15ARH7 82SB00QJIN Laptop  (AMD Ryzen 5 7535HS / 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹58,900",64,7th Gen AMD Ryzen 5 7535HS,4 GB NVIDIA GeForce RTX 2050,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR5 RAM,Windows 11 OS,512 GB SSD
97,HP Victus 15-fa1134TX Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹93,990",73,12th Gen Intel Core i7 12650H,6 GB NVIDIA GeForce RTX 4050,"10 Cores (6P + 4E), 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
98,HP Victus 15-FA1098TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹58,999",60,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 2050,"Octa Core (4P + 4E), 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
99,Gigabyte G5 MF-E2IN313SHLaptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹72,990",70,12th Gen Intel Core i5 12500H,6 GB NVIDIA GeForce RTX 4050,"12 Cores (4P + 8E), 16 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
100,HP Victus 15-fb1002AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹52,850",65,7th Gen AMD Ryzen 5 7535HS,4 GB NVIDIA GeForce RTX 2050,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR5 RAM,Windows 11 OS,512 GB SSD
101,Lenovo IdeaPad Gaming 3 82K101LJIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹52,890",65,11th Gen Intel Core i5 11320H,4 GB NVIDIA GeForce GTX 1650,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
102,HP Omen 16-XD0007ax Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹99,990",72,7th Gen AMD Ryzen 7 7840HS,6 GB NVIDIA GeForce RTX 4050,"Octa Core, 16 Threads","16.1 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
103,MSI Vector GP68 HX 13VG-214IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,84,990",77,13th Gen Intel Core i7 13700HX,8 GB NVIDIA GeForce RTX 4070,"16 Cores (8P + 8E), 24 Threads","16 inches, 2560 x 1600 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
104,Lenovo Legion Slim 5 82Y9009JIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,32,190",79,7th Gen AMD Ryzen 7 7840HS,8 GB NVIDIA GeForce RTX 4060,"Octa Core, 16 Threads","16 inches, 2560 x 1600 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
105,Asus Vivobook 16X K3605VU-MB541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹89,990",64,13th Gen Intel Core i5 13500H,6 GB NVIDIA Geforce RTX 4050,"12 Cores (4P + 8E), 16 Threads","16 inches, 1920 x 1200 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
